date,ABT,AMD,ANET,AVGO,BMY,CAT,CEG,CLS,CMCSA,COST,CRDO,CVX,EEM,EFA,ELV,EWG,EWJ,GE,GEV,GOOGL,IWM,JNJ,KHC,KO,KRE,LIN,LITE,LLY,LRCX,MCD,MDY,META,MRK,MSFT,MU,NKE,NVDA,PEP,PFE,PG,PLTR,PYPL,SPY,TGT,TSM,UBER,UNH,VRT,WMT,XLF,XLI,XLV
2026-01-16,121.00088500976562,231.8300018310547,129.8300018310547,350.4191589355469,54.08549880981445,644.1536254882812,306.82147216796875,313.6000061035156,27.130571365356445,960.9010620117188,150.97000122070312,163.15496826171875,57.57075881958008,97.97952270507812,371.0634460449219,42.48774337768555,85.01807403564453,324.2428894042969,680.790283203125,329.5710144042969,264.6587219238281,216.25999450683594,22.72960090637207,69.51018524169922,67.06600189208984,436.1114196777344,324.25,1034.8883056640625,222.53643798828125,303.6626892089844,636.6932983398438,619.1455688476562,107.25853729248047,457.8211669921875,362.54193115234375,63.38828659057617,186.0031280517578,143.51441955566406,24.817752838134766,142.43849182128906,170.9600067138672,56.53192138671875,688.0037231445312,109.12857818603516,340.64013671875,84.8499984741211,326.6010437011719,176.85110473632812,119.22730255126953,53.9725227355957,166.02386474609375,154.4213409423828
2026-01-20,120.38475036621094,231.9199981689453,127.5199966430664,331.3793029785156,53.067604064941406,627.8047485351562,294.5470275878906,310.760009765625,27.46214485168457,961.5492553710938,153.22000122070312,162.21290588378906,57.01365661621094,96.4930419921875,363.332763671875,41.70347595214844,83.26758575439453,311.4974060058594,684.0965576171875,321.5814208984375,261.49188232421875,215.81494140625,22.951778411865234,70.80289459228516,66.18628692626953,430.339111328125,356.8299865722656,1037.7685546875,221.9874725341797,299.12890625,628.0560913085938,603.0443115234375,107.86957550048828,452.5048828125,364.7906494140625,62.64984893798828,177.85308837890625,144.82872009277344,24.691972732543945,144.8727569580078,168.52999877929688,54.73331832885742,673.9981689453125,107.22608184814453,325.4784851074219,83.72000122070312,333.912109375,175.1018829345703,118.24121856689453,52.7431755065918,162.6715545654297,154.08421325683594
2026-01-21,119.97731018066406,249.8000030517578,127.29000091552734,327.5932312011719,53.341651916503906,644.1536865234375,293.52001953125,309.760009765625,28.174055099487305,980.096923828125,139.16000366210938,163.61618041992188,57.958744049072266,97.48731231689453,366.1241149902344,41.977970123291016,84.32185363769531,317.6407775878906,667.1455078125,327.953125,266.6802978515625,215.6171417236328,21.638038635253906,71.05946350097656,69.2702407836914,436.4988708496094,362.44000244140625,1074.87255859375,227.9561004638672,301.9440002441406,639.280517578125,611.8685913085938,109.505615234375,442.1410217285156,388.88677978515625,64.40242767333984,183.09669494628906,143.92636108398438,25.04996681213379,143.94635009765625,165.3300018310547,55.53821563720703,681.77685546875,103.9898910522461,324.44384765625,84.26000213623047,343.1076965332031,181.3890838623047,118.8886489868164,53.000938415527344,165.48670959472656,156.9199981689453
2026-01-22,107.93286895751953,253.72999572753906,138.41000366210938,324.2953796386719,53.77229690551758,647.1778564453125,286.520263671875,290.92999267578125,28.50562858581543,973.4257202148438,135.10000610351562,163.54751586914062,58.39646911621094,97.8712387084961,368.46014404296875,42.252464294433594,84.40142059326172,294.20416259765625,660.9324340820312,330.1103210449219,268.6720275878906,216.0918731689453,21.947153091430664,70.92131042480469,69.1219711303711,442.74810791015625,354.489990234375,1083.70263671875,220.2807159423828,302.2798156738281,639.439697265625,646.476806640625,107.60347747802734,449.1398620605469,397.3518981933594,64.45166015625,184.6148223876953,141.63121032714844,25.25315284729004,147.76034545898438,165.89999389648438,56.790287017822266,685.3379516601562,104.44099426269531,325.6874084472656,82.55999755859375,349.7380065917969,181.0392303466797,117.36469268798828,53.34793472290039,164.63121032714844,156.9497528076172
2026-01-23,106.75028228759766,259.67999267578125,136.33999633789062,318.8753356933594,53.48846435546875,625.4293212890625,288.2253112792969,303.0899963378906,28.573894500732422,980.48583984375,133.16000366210938,163.60638427734375,58.764556884765625,98.41267395019531,367.2921447753906,42.62499237060547,84.10304260253906,293.07720947265625,657.0468139648438,327.5036926269531,263.712646484375,217.7237548828125,22.41082763671875,71.91797637939453,66.82877349853516,448.63958740234375,339.19000244140625,1060.6907958984375,217.52597045898438,305.4603576660156,633.0115966796875,657.5870361328125,106.617919921875,463.8841857910156,399.4207458496094,64.03813171386719,187.44137573242188,141.80776977539062,25.233476638793945,149.02780151367188,169.60000610351562,56.26361846923828,685.5865478515625,106.01006317138672,333.14886474609375,82.30999755859375,351.50408935546875,182.40863037109375,117.26509094238281,52.614288330078125,163.35794067382812,156.1466064453125
2026-01-26,108.09186553955078,251.30999755859375,143.72000122070312,323.6577453613281,53.43952560424805,634.7116088867188,284.4462585449219,308.25,28.700674057006836,974.9215087890625,128.02000427246094,164.37181091308594,58.864036560058594,98.9048843383789,373.1025085449219,42.97791290283203,84.17266082763672,294.2640075683594,665.2476196289062,332.8267822265625,262.8861083984375,219.05894470214844,22.77790069580078,71.60220336914062,67.14508819580078,452.0771484375,332.45001220703125,1059.156005859375,222.44659423828125,309.11505126953125,632.6931762695312,671.1627807617188,105.84918212890625,468.19500732421875,388.8667907714844,63.988895416259766,186.2428436279297,143.07302856445312,25.459741592407227,148.3727569580078,167.47000122070312,56.24374771118164,689.068115234375,101.95010375976562,330.9999694824219,81.9800033569336,346.9457702636719,181.14918518066406,117.17544555664062,52.95137023925781,163.51712036132812,156.76136779785156
2026-01-27,107.59498596191406,252.02999877929688,146.69000244140625,331.568603515625,54.37912368774414,637.6959228515625,287.9262390136719,333.1700134277344,27.988765716552734,967.5523071289062,129.57000732421875,165.8928680419922,60.02798843383789,100.49964141845703,319.6409606933594,43.42886734008789,85.3761215209961,296.66748046875,691.9278564453125,334.1150817871094,263.63299560546875,221.9765625,22.89381980895996,72.57913208007812,67.47126770019531,450.0901184082031,370.6600036621094,1035.99462890625,238.00698852539062,310.28057861328125,632.6334838867188,671.7716674804688,106.3616714477539,478.4493103027344,410.0046691894531,62.1181640625,188.29034423828125,145.92724609375,26.06967544555664,147.23133850097656,165.6999969482422,55.16060256958008,691.8134765625,102.08739471435547,336.60101318359375,81.23999786376953,278.92608642578125,189.12564086914062,116.47821044921875,52.544891357421875,164.1935272216797,154.13380432128906
2026-01-28,105.38883209228516,252.74000549316406,150.14999389648438,332.0169372558594,53.45909881591797,642.0576782226562,287.1185607910156,345.2300109863281,27.705949783325195,958.0790405273438,129.66000366210938,166.7564239501953,60.43586730957031,99.43647003173828,338.3787536621094,43.144569396972656,84.74952697753906,291.69097900390625,710.7968139648438,335.5732116699219,262.2088928222656,225.22056579589844,22.401166915893555,72.09559631347656,66.99681091308594,448.5700378417969,385.0,1020.337646484375,239.12486267089844,308.96685791015625,631.1906127929688,667.5392456054688,105.35640716552734,479.49468994140625,435.03033447265625,61.28125762939453,191.28668212890625,145.65261840820312,25.440067291259766,146.2388153076172,157.35000610351562,53.73960876464844,691.7438354492188,99.77302551269531,340.5406799316406,79.77999877929688,290.094970703125,193.67359924316406,116.10966491699219,52.534976959228516,163.27835083007812,153.00344848632812
2026-01-29,105.42857360839844,252.17999267578125,148.14999389648438,329.51617431640625,53.12632751464844,663.9758911132812,286.6199951171875,300.0,28.515380859375,950.211181640625,129.47000122070312,167.99290466308594,60.127471923828125,100.10588073730469,343.4566650390625,42.585777282714844,85.62477111816406,298.0537414550781,716.59033203125,337.8102722167969,262.27862548828125,224.79527282714844,22.352867126464844,72.4607162475586,68.23236846923828,452.0473327636719,381.44000244140625,1020.676513671875,247.6985321044922,311.6436767578125,630.0263671875,736.995361328125,106.77560424804688,431.57806396484375,435.5400390625,61.63570785522461,192.27548217773438,145.83897399902344,25.676170349121094,148.77967834472656,151.86000061035156,52.77571487426758,690.3711547851562,100.85175323486328,337.8048095703125,81.69999694824219,288.3880615234375,195.01300048828125,116.94635772705078,53.09016799926758,164.98931884765625,152.51760864257812
2026-01-30,108.61856842041016,236.72999572753906,141.74000549316406,330.0840759277344,53.87996292114258,656.1109008789062,279.8695068359375,280.989990234375,29.01274299621582,938.8876342773438,125.27999877929688,173.5962677001953,58.79439926147461,99.17066955566406,342.2292175292969,42.26226806640625,85.25677490234375,305.9623718261719,725.560302734375,337.56060791015625,258.57403564453125,224.75570678710938,22.932456970214844,73.82250213623047,68.01490783691406,454.0045471191406,391.8399963378906,1033.642578125,233.01649475097656,311.1399230957031,624.473876953125,715.2241821289062,108.677734375,428.38232421875,414.6419982910156,60.857879638671875,190.8971710205078,150.6842498779297,26.010648727416992,150.63571166992188,146.58999633789062,52.35835647583008,688.3121337890625,103.430908203125,328.86102294921875,80.05000305175781,283.099609375,186.0969696044922,118.66951751708984,52.981109619140625,164.571533203125,153.4298095703125
2026-02-02,108.7278823852539,246.27000427246094,138.3699951171875,329.8947448730469,54.70210647583008,689.5971069335938,270.09783935546875,285.1099853515625,28.856706619262695,966.9569091796875,119.95999908447266,170.7798614501953,58.97346878051758,99.82039642333984,338.3589172363281,42.62499237060547,85.42585754394531,307.877197265625,754.12841796875,343.24322509765625,261.0935363769531,228.21731567382812,22.700620651245117,74.33563995361328,69.23070526123047,457.1738586425781,423.4200134277344,1040.5989990234375,237.04881286621094,314.62664794921875,629.5686645507812,705.152099609375,111.73297882080078,421.49298095703125,437.5488586425781,61.2221794128418,185.38388061523438,152.22413635253906,26.227075576782227,152.0450897216797,147.75999450683594,52.0006217956543,691.73388671875,107.41241455078125,339.6054992675781,80.83999633789062,281.77752685546875,189.92527770996094,123.5700912475586,53.566043853759766,166.6505584716797,154.37176513671875
